,ts_code,end_date,bz_item,bz_sales,bz_profit,bz_cost,curr_type
60,600000.SH,20171231,非利息收入:手续费及佣金收入:代理委托业务(产品),1700000000.0,,,CNY
61,600000.SH,20171231,非利息收入:手续费及佣金收入:其他(产品),3272000000.0,,,CNY
62,600000.SH,20171231,非利息收入:手续费及佣金收入:代理委托业务(产品),1700000000.0,,,CNY
63,600000.SH,20171231,利息收入:债券投资(产品),73449000000.0,,,CNY
64,600000.SH,20171231,利息收入:买入返售金融资产(产品),1177000000.0,,,CNY
65,600000.SH,20171231,非利息收入:手续费及佣金收入:银行卡业务(产品),17717000000.0,,,CNY
66,600000.SH,20171231,利息收入:发放贷款及垫款:票据贴现业务(产品),2554000000.0,,,CNY
67,600000.SH,20171231,利息收入:发放贷款及垫款:公司贷款业务(产品),81025000000.0,,,CNY
68,600000.SH,20171231,利息收入:发放贷款及垫款:个人贷款业务(产品),69502000000.0,,,CNY
69,600000.SH,20171231,非利息收入:手续费及佣金收入:结算业务(产品),1201000000.0,,,CNY
70,600000.SH,20171231,非利息收入:手续费及佣金收入:担保承诺业务(产品),2311000000.0,,,CNY
71,600000.SH,20171231,非利息收入:手续费及佣金收入:结算业务(产品),1201000000.0,,,CNY
72,600000.SH,20171231,利息收入:存放同业和其他金融机构款项(产品),3903000000.0,,,CNY
73,600000.SH,20171231,利息收入:存放中央银行款项(产品),7529000000.0,,,CNY
74,600000.SH,20171231,非利息收入:手续费及佣金收入(产品),50773000000.0,,,CNY
75,600000.SH,20171231,利息收入:租赁业务(产品),1899000000.0,,,CNY
76,600000.SH,20171231,利息收入:发放贷款及垫款:个人贷款业务(产品),69502000000.0,,,CNY
77,600000.SH,20171231,利息收入:拆出资金(产品),4322000000.0,,,CNY
78,600000.SH,20171231,利息收入:拆出资金(产品),4322000000.0,,,CNY
79,600000.SH,20171231,利息收入:债券投资(产品),73449000000.0,,,CNY
80,600000.SH,20171231,利息收入:发放贷款及垫款(产品),153081000000.0,,,CNY
81,600000.SH,20171231,非利息收入:手续费及佣金收入:投行业务手续费(产品),3521000000.0,,,CNY
82,600000.SH,20171231,利息收入:其他(产品),458000000.0,,,CNY
83,600000.SH,20171231,非利息收入:手续费及佣金收入:银行卡业务(产品),17717000000.0,,,CNY
84,600000.SH,20171231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品),21051000000.0,,,CNY
85,600000.SH,20171231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品),21051000000.0,,,CNY
86,600000.SH,20171231,利息收入:存放中央银行款项(产品),7529000000.0,,,CNY
87,600000.SH,20170630,利息收入:存放中央银行款项(产品),3720000000.0,,,CNY
88,600000.SH,20170630,非利息收入:手续费及佣金收入(产品),26257000000.0,,,CNY
89,600000.SH,20170630,利息收入:发放贷款及垫款:个人贷款业务(产品),31991000000.0,,,CNY
90,600000.SH,20170630,非利息收入:手续费及佣金收入:托管及其他受托业务(产品),3646000000.0,,,CNY
91,600000.SH,20170630,非利息收入:手续费及佣金收入:财务顾问业务(产品),8120000000.0,,,CNY
92,600000.SH,20170630,非利息收入:手续费及佣金收入:担保承诺业务(产品),1233000000.0,,,CNY
93,600000.SH,20170630,利息收入:存放同业和其他金融机构款项(产品),2355000000.0,,,CNY
94,600000.SH,20170630,利息收入:发放贷款及垫款:公司贷款业务(产品),40398000000.0,,,CNY
95,600000.SH,20170630,利息收入:买入返售金融资产(产品),531000000.0,,,CNY
96,600000.SH,20170630,利息收入:发放贷款及垫款(产品),73267000000.0,,,CNY
97,600000.SH,20170630,利息收入:其他(产品),244000000.0,,,CNY
98,600000.SH,20170630,利息收入:债券投资(产品),35549000000.0,,,CNY
99,600000.SH,20170630,非利息收入:手续费及佣金收入:代理委托业务(产品),1070000000.0,,,CNY
0,600004.SH,20190630,航空服务收入,3216247457.85,673787131.69,2542460326.16,CNY
1,600004.SH,20190630,信息技术服务,89192230.68,34032483.51,55159747.17,CNY
2,600004.SH,20190630,地勤服务,220186437.88,42621226.26,177565211.62,CNY
3,600004.SH,20190630,设备维护,72607319.75,12324965.54,60282354.21,CNY
4,600004.SH,20190630,内部抵销,-533588171.06,-15980142.63,-517608028.43,CNY
5,600004.SH,20190630,地面运输业务收入,168976340.23,-664533.38,169640873.61,CNY
6,600004.SH,20190630,广告业务收入,348342150.59,53028057.64,295314092.95,CNY
7,600004.SH,20190630,贵宾服务,167647895.13,34402608.81,133245286.32,CNY
8,600004.SH,20190630,其他延伸服务收入,2160163.2,-1448987.97,3609151.17,CNY
9,600004.SH,20190630,航空配餐服务收入,107826829.63,18488598.19,89338231.44,CNY
10,600004.SH,20181231,信息技术服务,190927710.28,79234426.09,111693284.19,CNY
11,600004.SH,20181231,地面运输业务收入,353581209.23,-18668017.4,372249226.63,CNY
12,600004.SH,20181231,航空服务收入,6572371489.23,1613423751.45,4958947737.78,CNY
13,600004.SH,20181231,设备维护,148903019.45,37646478.3,111256541.15,CNY
14,600004.SH,20181231,贵宾服务,339277164.25,63743298.94,275533865.31,CNY
15,600004.SH,20181231,航空配餐服务收入,189038120.95,56810487.27,132227633.68,CNY
16,600004.SH,20181231,地勤服务,428752178.6,92550956.24,336201222.36,CNY
17,600004.SH,20181231,内部抵销,-1047633837.93,-69160019.47,-978473818.46,CNY
18,600004.SH,20181231,其他延伸服务收入,5604997.7,218658.93,5386338.77,CNY
19,600004.SH,20181231,广告业务收入,565995823.92,448734891.11,117260932.81,CNY
20,600004.SH,20180630,设备维护,55918695.72,7354262.67,48564433.05,CNY
21,600004.SH,20180630,地勤服务,199298585.45,44454223.09,154844362.36,CNY
22,600004.SH,20180630,贵宾服务,173691778.36,66683316.91,107008461.45,CNY
23,600004.SH,20180630,其他延伸服务收入,2172269.41,-310180.42,2482449.83,CNY
24,600004.SH,20180630,广告业务收入,188414323.8,125517826.67,62896497.13,CNY
25,600004.SH,20180630,信息技术服务,68165264.09,11486703.4,56678560.69,CNY
26,600004.SH,20180630,航空服务收入,2816436671.22,898652819.92,1917783851.3,CNY
27,600004.SH,20180630,地面运输业务收入,168896237.08,-2357636.33,171253873.41,CNY
28,600004.SH,20180630,航空配餐服务收入,97972106.22,26418246.99,71553859.23,CNY
29,600004.SH,20180630,二号航站楼,161391349.61,48070309.41,113321040.2,CNY
30,600004.SH,20180630,内部抵销,-211741505.9,-29764504.39,-181977001.51,CNY
31,600004.SH,20180630,分部间抵销,-211741505.9,-29764504.39,-181977001.51,CNY
32,600004.SH,20171231,信息技术服务,174166566.64,7989715.16,166176851.48,CNY
33,600004.SH,20171231,地面运输业务收入,363162783.46,26431134.73,336731648.73,CNY
34,600004.SH,20171231,地勤服务,414489428.47,73772718.42,340716710.05,CNY
35,600004.SH,20171231,广告业务收入,410209458.99,291562891.24,118646567.75,CNY
36,600004.SH,20171231,贵宾服务,326083024.21,66998800.21,259084224.0,CNY
37,600004.SH,20171231,航空性延伸服务收入,1308070314.63,476781877.4,831288437.23,CNY
38,600004.SH,20171231,航空服务收入,5279313993.1,2257893610.7,3021420382.4,CNY
39,600004.SH,20171231,航空配餐服务收入,172410402.19,54216300.33,118194101.86,CNY
40,600004.SH,20171231,分部间抵销,-471155614.17,-48945020.69,-422210593.48,CNY
41,600004.SH,20171231,内部抵销,-471155614.17,-48945020.69,-422210593.48,CNY
42,600004.SH,20171231,其他延伸服务收入,5484292.79,161442.01,5322850.78,CNY
43,600004.SH,20171231,设备维护,87386538.69,12583611.15,74802927.54,CNY
44,600004.SH,20170630,其他延伸服务收入,2367235.73,-81861.02,2449096.75,CNY
45,600004.SH,20170630,航空配餐服务收入,86361288.76,22708569.28,63652719.48,CNY
46,600004.SH,20170630,分部间抵销,-205922135.02,-18481446.42,-187440688.6,CNY
47,600004.SH,20170630,贵宾服务,158009409.04,38233358.98,119776050.06,CNY
48,600004.SH,20170630,地勤服务,215546412.66,30759636.89,184786775.77,CNY
49,600004.SH,20170630,内部抵销,-205922135.02,-18481446.42,-187440688.6,CNY
50,600004.SH,20170630,地面运输业务收入,184970222.52,14266031.32,170704191.2,CNY
51,600004.SH,20170630,航空服务收入,2532666373.06,1061405113.47,1471261259.59,CNY
52,600004.SH,20170630,广告业务收入,182205809.58,117374950.4,64830859.18,CNY
53,600004.SH,20170630,信息技术服务,57456902.05,2013969.3,55442932.75,CNY
54,600004.SH,20170630,航空性延伸服务收入,623538243.27,204779239.43,418759003.84,CNY
55,600004.SH,20161231,内部抵销,-385434261.06,-24176448.75,-361257812.31,CNY
56,600004.SH,20161231,航空性延伸服务收入,1256372473.02,374829379.1,881543093.92,CNY
57,600004.SH,20161231,航空服务收入,4800256026.51,2059426472.33,2740829554.18,CNY
58,600004.SH,20161231,航空配餐服务收入,162535234.77,54094967.2,108440267.57,CNY
59,600004.SH,20161231,地面运输业务收入,392955921.04,39823409.1,353132511.94,CNY
60,600004.SH,20161231,贵宾服务,304432534.92,50795557.95,253636976.97,CNY
61,600004.SH,20161231,地勤服务,416520461.84,34143700.77,382376761.07,CNY
62,600004.SH,20161231,广告业务收入,359970519.43,220121351.44,139849167.99,CNY
63,600004.SH,20161231,信息技术服务,110054556.59,8390320.71,101664235.88,CNY
64,600004.SH,20161231,其他延伸服务收入,5392062.08,26841.39,5365220.69,CNY
65,600004.SH,20161231,分部间抵销,-385434261.06,-24176448.75,-361257812.31,CNY
66,600004.SH,20160630,地勤服务,188345043.69,15709203.44,172635840.25,CNY
67,600004.SH,20160630,航空性延伸服务收入,647525009.91,188756331.08,458768678.83,CNY
68,600004.SH,20160630,广告业务收入,185282790.53,117393420.0,67889370.53,CNY
69,600004.SH,20160630,贵宾服务,137713826.58,29803428.57,107910398.01,CNY
70,600004.SH,20160630,地面运输业务收入,195156702.49,22533933.46,172622769.03,CNY
71,600004.SH,20160630,内部抵销,-139480451.91,-16685764.18,-122794687.73,CNY
72,600004.SH,20160630,其他延伸服务收入,2335785.42,-173191.9,2508977.32,CNY
73,600004.SH,20160630,航空配餐服务收入,78171313.11,20175301.69,57996011.42,CNY
74,600004.SH,20160630,航空服务收入,2337125277.75,979992168.28,1357133109.47,CNY
75,600004.SH,20160630,分部间抵销,-139480451.91,-16685764.18,-122794687.73,CNY
76,600004.SH,20151231,地面运输业务收入,381422007.17,40314055.83,341107951.34,CNY
77,600004.SH,20151231,航空性延伸服务收入,1240278301.45,369146690.7,871131610.75,CNY
78,600004.SH,20151231,贵宾服务,300983970.49,75263403.7,225720566.79,CNY
79,600004.SH,20151231,分部间抵销,-341666250.63,-38054074.56,-303612176.07,CNY
80,600004.SH,20151231,其他延伸服务收入,3906950.99,-1186889.96,5093840.95,CNY
81,600004.SH,20151231,内部抵销,-341666250.63,-38054074.56,-303612176.07,CNY
82,600004.SH,20151231,航空服务收入,4379457052.78,1884413263.15,2495043789.63,CNY
83,600004.SH,20151231,地勤服务,377435329.52,59420519.01,318014810.51,CNY
84,600004.SH,20151231,广告业务收入,358833809.13,190563998.07,168269811.06,CNY
85,600004.SH,20151231,航空配餐服务收入,159362484.78,42825678.61,116536806.17,CNY
86,600004.SH,20150630,分部间抵销,-133073573.46,-14600505.83,-118473067.63,CNY
87,600004.SH,20150630,地面运输业务收入,197495015.13,25616348.0,171878667.13,CNY
88,600004.SH,20150630,地勤服务,173447995.04,29502069.14,143945925.9,CNY
89,600004.SH,20150630,航空配餐服务收入,81561172.74,24850692.03,56710480.71,CNY
90,600004.SH,20150630,内部抵销,-133073573.46,-14600505.83,-118473067.63,CNY
91,600004.SH,20150630,航空服务收入,2143804244.19,892881930.09,1250922314.1,CNY
92,600004.SH,20150630,贵宾服务,138368946.05,43393213.88,94975732.17,CNY
93,600004.SH,20150630,广告业务收入,170892655.26,104831364.49,66061290.77,CNY
94,600004.SH,20150630,其他延伸服务收入,1436273.8,-1117519.26,2553793.06,CNY
95,600004.SH,20150630,航空性延伸服务收入,630128484.56,212475662.45,417652822.11,CNY
96,600004.SH,20141231,地勤服务,349485135.74,52947952.68,296537183.06,CNY
97,600004.SH,20141231,其他延伸服务收入,4229989.06,-1564876.69,5794865.75,CNY
98,600004.SH,20141231,内部抵销,-311280048.96,-32007820.74,-279272228.22,CNY
99,600004.SH,20141231,地面运输业务收入,425532432.81,54792023.49,370740409.32,CNY
0,600009.SH,20190630,其他非航收入,657616669.08,,,CNY
1,600009.SH,20190630,商业租赁收入,2773811233.03,,,CNY
2,600009.SH,20190630,架次相关收入,878655960.3,,,CNY
3,600009.SH,20190630,旅客及货邮相关收入,1145027093.04,,,CNY
4,600009.SH,20181231,航空及相关服务,8943732247.81,4663224602.4,4280507645.41,CNY
5,600009.SH,20181231,其他主营业务,369382438.93,150544225.75,218838213.18,CNY
6,600009.SH,20180630,其他非航收入,640171416.73,,,CNY
7,600009.SH,20180630,商业租赁收入,1900016177.05,,,CNY
8,600009.SH,20180630,旅客及货邮相关收入,1103472776.05,,,CNY
9,600009.SH,20180630,架次相关收入,860775164.31,,,CNY
10,600009.SH,20171231,航空及相关服务,7737226070.08,3835594123.81,3901631946.27,CNY
11,600009.SH,20171231,其他主营业务,325152959.85,180864283.15,144288676.7,CNY
12,600009.SH,20170630,旅客及货邮相关收入,1000074334.76,,,CNY
13,600009.SH,20170630,架次相关收入,803331468.62,,,CNY
14,600009.SH,20170630,商业租赁收入,1436245368.98,,,CNY
15,600009.SH,20170630,其他非航收入,658062101.5,,,CNY
16,600009.SH,20170630,航空性收入,1803405803.38,,,CNY
17,600009.SH,20170630,非航空性收入,2094307470.48,,,CNY
18,600009.SH,20161231,其他,285346666.69,109969909.62,175376757.07,CNY
19,600009.SH,20161231,航空及相关服务,6666127814.49,3027365911.12,3638761903.37,CNY
20,600009.SH,20160630,其他,111996200.12,23539128.65,88457071.47,CNY
21,600009.SH,20160630,航空及相关服务,3285798585.89,1492022786.77,1793775799.12,CNY
22,600009.SH,20151231,航空及相关服务,6021551935.29,2812214745.43,3209337189.86,CNY
23,600009.SH,20151231,其他,263848355.03,75471811.72,188376543.31,CNY
24,600009.SH,20150630,其他,105916882.23,22866711.67,83050170.56,CNY
25,600009.SH,20150630,航空及相关服务,2988187700.38,1429145840.85,1559041859.53,CNY
26,600009.SH,20141231,其他,228528518.58,83912623.45,144615895.13,CNY
27,600009.SH,20141231,航空及相关服务,5522354425.78,2432901548.33,3089452877.45,CNY
28,600009.SH,20140630,航空及相关服务,2663491172.39,1187261627.1,1476229545.29,CNY
29,600009.SH,20140630,其他,85151730.13,18300583.54,66851146.59,CNY
30,600009.SH,20131231,其他,168944603.78,42365460.23,126579143.55,CNY
31,600009.SH,20131231,航空及相关服务,5046185213.42,2249426892.03,2796758321.39,CNY
32,600009.SH,20130630,航空及相关服务,2386520938.27,1079802940.26,1306717998.01,CNY
33,600009.SH,20130630,其他,84523936.65,19331438.36,65192498.29,CNY
34,600009.SH,20121231,航空及相关服务,4593121761.23,1776882950.87,2816238810.36,CNY
35,600009.SH,20121231,其他业务,4378817.91,417571.86,3961246.05,CNY
36,600009.SH,20121231,其他,122913159.58,13246895.29,109666264.29,CNY
37,600009.SH,20120630,其他,52596404.92,1175597.23,51420807.69,CNY
38,600009.SH,20120630,航空及相关服务,2221088166.69,865534482.24,1355553684.45,CNY
39,600009.SH,20111231,航空及相关服务,4502529973.7,1802316873.6,2700213100.1,CNY
40,600009.SH,20111231,其他业务,,-10000000.0,10000000.0,CNY
41,600009.SH,20111231,其他,108681662.36,19195219.3,89486443.06,CNY
42,600009.SH,20110630,航空及相关服务,2129006169.99,819780743.65,1309225426.34,CNY
43,600009.SH,20110630,其他,45006530.89,4669226.02,40337304.87,CNY
44,600009.SH,20101231,航空及相关服务,4097013717.59,1615418952.14,2481594765.45,CNY
45,600009.SH,20101231,其他,89394543.2,11415826.57,77978716.63,CNY
46,600009.SH,20100630,航空及相关服务,1873956212.48,700814620.97,1173141591.51,CNY
47,600009.SH,20100630,其他,47052970.22,7818598.45,39234371.77,CNY
48,600009.SH,20091231,其他,94760258.56,15503704.6,79256553.96,CNY
49,600009.SH,20091231,航空及相关服务,3243576851.75,1031297859.35,2212278992.4,CNY
50,600009.SH,20090630,航空及相关服务,1528503397.65,474471379.59,1054032018.06,CNY
51,600009.SH,20090630,其他,39339072.76,3704872.12,35634200.64,CNY
52,600009.SH,20081231,其他,89097066.22,19585671.04,69511395.18,CNY
53,600009.SH,20081231,航空及相关服务,3261669210.81,1280083276.36,1981585934.45,CNY
54,600009.SH,20080630,航空及相关服务,1542809840.0,639888125.0,902921715.0,CNY
55,600009.SH,20080630,其他,25347617.0,1901322.0,23446295.0,CNY
56,600009.SH,20071231,其他,83066700.0,15140014.0,67926686.0,CNY
57,600009.SH,20071231,航空及相关服务,3061185714.0,1806791173.0,1254394541.0,CNY
58,600009.SH,20070630,其他,25866717.0,2558358.0,23308359.0,CNY
59,600009.SH,20070630,航空及相关服务,1477099905.0,877485699.0,599614206.0,CNY
60,600009.SH,20061231,其他,73689201.0,21375112.0,52314089.0,CNY
61,600009.SH,20061231,航空及相关服务,2881531826.0,1802535344.0,1078996482.0,CNY
62,600009.SH,20060630,其他,33779463.0,10871691.0,22907772.0,CNY
63,600009.SH,20060630,航空及相关服务,1372312742.0,874050467.0,498262275.0,CNY
64,600009.SH,20051231,其他,112118559.0,74462243.0,37656316.0,CNY
65,600009.SH,20041231,其他,42796853.0,8797648.0,33999205.0,CNY
66,600009.SH,20040630,其他,31678452.0,17576978.0,14101474.0,CNY
67,600009.SH,20031231,其他,52341807.0,15787657.0,36554150.0,CNY
68,600009.SH,20030630,其他,22996144.0,618791.0,22377353.0,CNY
0,600010.SH,20181231,板材,35405133265.58,3725686360.24,31679446905.34,CNY
1,600010.SH,20181231,型材,7310580818.71,1112777265.86,6197803552.85,CNY
2,600010.SH,20181231,管材,7515749718.97,880654858.32,6635094860.65,CNY
3,600010.SH,20181231,线棒材,9287957856.66,1252274132.98,8035683723.68,CNY
4,600010.SH,20181231,其他业务,7668138908.0,3591340722.99,4076798185.01,CNY
5,600010.SH,20171231,板材,27423884458.18,2853235588.64,24570648869.54,CNY
6,600010.SH,20171231,其他业务,7870372721.29,2943303706.52,4927069014.77,CNY
7,600010.SH,20171231,型材,6153528964.33,1061369840.74,5092159123.59,CNY
8,600010.SH,20171231,线棒材,6193872555.51,792884801.86,5400987753.65,CNY
9,600010.SH,20171231,管材,6042072616.72,678544569.58,5363528047.14,CNY
10,600010.SH,20161231,其他业务,3153978898.47,895809849.76,2258169048.71,CNY
11,600010.SH,20161231,型材,6786365811.02,924754320.2,5861611490.82,CNY
12,600010.SH,20161231,管材,3322457044.87,-289136641.52,3611593686.39,CNY
13,600010.SH,20161231,线棒材,2298927373.94,110285881.15,2188641492.79,CNY
14,600010.SH,20161231,板材,15466451128.25,1027198727.67,14439252400.58,CNY
15,600010.SH,20160630,管材,1230897021.58,-124501558.62,1355398580.2,CNY
16,600010.SH,20160630,线棒材,992578394.46,7874105.15,984704289.31,CNY
17,600010.SH,20160630,板材,7398011170.47,214352755.63,7183658414.84,CNY
18,600010.SH,20160630,其他业务,444688830.63,125936918.88,318751911.75,CNY
19,600010.SH,20160630,型材,1970951952.13,395337791.77,1575614160.36,CNY
20,600010.SH,20151231,板材,9107099437.71,-1833261842.0,10940361279.71,CNY
21,600010.SH,20151231,型材,5120532714.29,-26939032.35,5147471746.64,CNY
22,600010.SH,20151231,管材,3367104604.38,-1110961153.96,4478065758.34,CNY
23,600010.SH,20151231,线棒材,2803583153.23,-901601845.61,3705184998.84,CNY
24,600010.SH,20151231,其他业务,2102696545.47,662473333.07,1440223212.4,CNY
25,600010.SH,20150630,型材,2718050918.01,570713526.66,2147337391.35,CNY
26,600010.SH,20150630,线棒材,1286316589.57,-34970792.02,1321287381.59,CNY
27,600010.SH,20150630,管材,1513849185.97,-14611214.96,1528460400.93,CNY
28,600010.SH,20150630,其他业务,1258795095.88,85097553.58,1173697542.3,CNY
29,600010.SH,20150630,板材,4719595662.95,-68620213.52,4788215876.47,CNY
30,600010.SH,20141231,板材,12140463937.44,802598425.24,11337865512.2,CNY
31,600010.SH,20141231,型材,5996407526.31,1693817053.44,4302590472.87,CNY
32,600010.SH,20141231,管材,4221141011.03,136665574.83,4084475436.2,CNY
33,600010.SH,20141231,线棒材,4673397145.32,260845005.97,4412552139.35,CNY
34,600010.SH,20141231,其他业务,2760483974.83,354469346.4,2406014628.43,CNY
35,600010.SH,20140630,板材,5606874995.77,215347071.03,5391527924.74,CNY
36,600010.SH,20140630,带钢,376610779.88,5069465.01,371541314.87,CNY
37,600010.SH,20140630,其他,370163967.96,29937314.22,340226653.74,CNY
38,600010.SH,20140630,钢坯,25616763.15,3333876.24,22282886.91,CNY
39,600010.SH,20140630,线棒材,2355249125.95,128228231.44,2227020894.51,CNY
40,600010.SH,20140630,焦副产品,226907462.45,26435056.7,200472405.75,CNY
41,600010.SH,20140630,管材,2313407435.82,22816963.83,2290590471.99,CNY
42,600010.SH,20140630,其他业务,539045446.64,107221053.04,431824393.6,CNY
43,600010.SH,20140630,型材,2857777699.96,709300425.13,2148477274.83,CNY
44,600010.SH,20131231,焦副产品,639577767.79,82746594.36,556831173.43,CNY
45,600010.SH,20131231,线棒材,6321084580.34,302514767.1,6018569813.24,CNY
46,600010.SH,20131231,其他业务,2865858629.03,154286695.14,2711571933.89,CNY
47,600010.SH,20131231,型材,6299425577.23,1738937218.08,4560488359.15,CNY
48,600010.SH,20131231,其他,1898821871.09,148429859.44,1750392011.65,CNY
49,600010.SH,20131231,管材,5655606434.34,81946846.97,5573659587.37,CNY
50,600010.SH,20131231,带钢,1542119764.18,24049024.89,1518070739.29,CNY
51,600010.SH,20131231,板材,12183966785.61,437902401.23,11746064384.38,CNY
52,600010.SH,20131231,钢坯,363958823.94,42101780.85,321857043.09,CNY
53,600010.SH,20130630,板材,6787662481.72,346630366.85,6441032114.87,CNY
54,600010.SH,20130630,焦副产品,324206158.61,78397512.14,245808646.47,CNY
55,600010.SH,20130630,管材,2586024136.78,13576648.9,2572447487.88,CNY
56,600010.SH,20130630,带钢,844111724.63,18090958.19,826020766.44,CNY
57,600010.SH,20130630,铁精粉,688950859.77,114775322.99,574175536.78,CNY
